date,symbol,open,close,low,high,volume
2010-02-01,STOCKA,123.55156598284512,119.24156898284511,114.1915659828451,125.23156698284511,37778115.659828454
2010-02-02,STOCKA,117.15006950279884,116.48007150279884,112.76007050279884,117.34007150279884,23063300.685027987
2010-02-03,STOCKA,119.47329072647831,121.45328572647831,118.9132857264783,121.96328872647831,12429432.877264783
2010-02-04,STOCKA,113.66910370724456,110.96910670724456,110.76910270724456,115.35910670724456,12734291.047072446
2010-02-05,STOCKA,115.22253332798206,116.73253532798206,113.44253432798206,116.99253832798206,11018225.363279821
2010-02-08,STOCKA,115.07375079393145,112.52375579393146,112.25375179393146,116.69375379393145,9847137.537939314
2010-02-09,STOCKA,118.74729017743009,118.5772921774301,117.54729317743009,119.63728917743009,9228472.931774301
2010-02-10,STOCKA,115.62181806694288,114.98181906694288,113.62181806694288,116.23181906694288,6209418.180669429
2010-02-11,STOCKA,121.56203218420589,124.4420291842059,120.8520331842059,124.77203118420589,8387020.331842059
2010-02-12,STOCKA,120.97128766738872,121.64129366738872,119.48128966738872,121.92129166738873,8093312.896673887
2010-02-16,STOCKA,121.97086589607238,119.4408668960724,119.0908678960724,122.41086789607239,8951808.678960724
2010-02-17,STOCKA,112.289573843617,111.529571843617,110.76957684361702,112.34957084361702,8896995.73843617
2010-02-18,STOCKA,112.79029444492366,115.03030044492365,111.77029844492364,115.46030044492366,9769602.984449236
2010-02-19,STOCKA,118.13983884433439,117.7498318443344,117.22983484433439,119.31983084433439,7117898.348443344
2010-02-22,STOCKA,114.00974259900104,114.64974159900105,112.81973959900105,115.60974059900104,6773697.39599001
2010-02-23,STOCKA,114.58125597198854,113.81125197198854,113.08125597198854,115.82125397198854,7033912.539719885
2010-02-24,STOCKA,118.26218145356202,120.02218345356202,117.45218445356203,120.10218545356203,7392921.82453562
2010-02-25,STOCKA,118.91071659550508,118.94071559550508,116.59071659550509,119.08071459550509,9540807.185955051
2010-02-26,STOCKA,113.12640386244534,113.64640886244534,112.24640686244534,114.67640686244535,5674064.068624454
2010-03-01,STOCKA,121.36069748784674,127.20070148784674,120.19069948784674,127.32070448784674,13323107.004878467
2010-03-02,STOCKA,128.1607424953851,128.68073949538513,127.95074349538513,130.50073849538512,12129007.40495385
2010-03-03,STOCKA,123.18815439426552,123.67815139426553,122.21815239426553,124.72815439426553,6418281.523942655
2010-03-04,STOCKA,126.8793144937207,129.4293104937207,126.4693114937207,129.7493174937207,7518693.114937207
2010-03-05,STOCKA,128.4166382201764,128.1966372201764,126.35663322017636,128.73663022017638,6762166.332201764
2010-03-08,STOCKA,126.51695469800052,128.32695269800053,125.92695069800051,129.06695769800052,5588069.516980005
2010-03-09,STOCKA,132.1939884273313,131.42399942733132,130.57399342733132,133.41399042733133,6096839.924273313
2010-03-10,STOCKA,126.4302952006022,127.8302892006022,125.80029020060219,128.4902922006022,5598902.942006022
2010-03-11,STOCKA,133.15958465327677,136.28958965327678,133.06958865327678,136.32958265327676,7267895.876532768
2010-03-12,STOCKA,131.84106717041564,129.46107717041565,128.82106317041564,131.84106717041564,6127210.701704157
2010-03-15,STOCKA,128.3881545538659,127.8181625538659,125.3181625538659,128.6881575538659,6296081.575538659
2010-03-16,STOCKA,134.64381726743682,135.1938052674368,133.90381226743682,135.6938052674368,4166538.1226743683
2010-03-17,STOCKA,132.51536981805418,131.44536181805415,131.32536681805416,132.79536781805416,4359853.658180541
2010-03-18,STOCKA,131.73134190839178,133.4713329083918,131.15133990839178,133.5613439083918,5028413.3790839175
2010-03-19,STOCKA,131.77684181565263,128.41684081565262,127.72683881565263,131.77684181565263,8885668.348156527
2010-03-22,STOCKA,128.63305638360023,128.90306038360023,127.07305838360023,129.39306638360026,5367730.593836002
2010-03-23,STOCKA,127.57553196613866,125.94552796613867,124.75553996613867,127.62553496613866,4179955.3296613866
2010-03-24,STOCKA,131.46077171803648,130.86076571803648,130.0207697180365,132.2207667180365,4724607.727180365
2010-03-25,STOCKA,131.63103687669252,137.22103387669253,130.5310308766925,139.40104187669255,16234510.378766926
2010-03-26,STOCKA,139.09902611935533,139.25903011935534,137.95902711935534,141.18903711935533,6607690.3211935535
2010-03-29,STOCKA,136.55096075021294,136.30096075021294,135.51096775021296,137.81097075021296,4638709.65750213
2010-03-30,STOCKA,136.3106344404477,137.1506314404477,135.93063044044771,138.7606314404477,6198406.294404477
2010-03-31,STOCKA,138.09147584686173,137.86147984686173,136.57147184686173,138.89147884686173,4621514.758468618
2010-04-01,STOCKA,139.46152322502687,135.47151822502687,134.84151322502686,140.17151522502687,8822415.202250268
2010-04-05,STOCKA,132.9149961308095,131.5549951308095,130.8449891308095,133.8049951308095,5817149.901308095
2010-04-06,STOCKA,133.94108263927245,138.27108463927246,133.89107963927245,138.71108663927245,7977410.866392724
2010-04-07,STOCKA,138.8385722663434,137.74856026634336,136.73856626634338,138.95856726634338,5974185.652663434
2010-04-08,STOCKA,130.08233651125474,136.33233651125474,130.08233651125474,136.62232951125472,12642823.295112547
2010-04-09,STOCKA,138.16855344213,137.50855044213,136.51855944213,138.77855444213,5985585.5244213
2010-04-12,STOCKA,142.75031821652277,143.95031521652277,142.43031121652277,145.6603222165228,5472803.182165228
2010-04-13,STOCKA,137.84108223769653,136.77109023769654,135.73108123769651,138.59108223769653,4751610.862376966
2010-04-14,STOCKA,142.50655379053626,146.44655679053628,141.36655479053627,146.66655779053627,7921965.5779053625
2010-04-15,STOCKA,149.29373675370093,150.56374075370093,148.74373375370092,151.8337297537009,7877037.337537009
2010-04-16,STOCKA,140.47860321975236,137.76859621975234,137.04859521975234,142.76859621975234,8352785.982197523
2010-04-19,STOCKA,141.9878637094095,142.0678507094095,138.7678627094095,143.3078557094095,6018378.577094095
2010-04-20,STOCKA,147.4783227247991,147.8483177247991,145.7483267247991,148.2883197247991,4348183.207247991
2010-04-21,STOCKA,140.73667678025043,141.99667178025044,139.08668278025044,144.56667878025047,7330066.787802504
2010-04-22,STOCKA,147.33752699835188,150.41752799835186,146.20753699835188,151.41752799835186,15169075.31998352
2010-04-23,STOCKA,147.8788734689468,146.1288734689468,144.9188664689468,151.58886446894678,19000188.68468947
2010-04-26,STOCKA,141.07572932804385,144.98573332804386,140.77572632804385,145.60572832804385,9297057.323280439
2010-04-27,STOCKA,143.4195439001069,139.8895449001069,138.9795419001069,144.3095429001069,8617695.40900107
2010-04-28,STOCKA,146.4712655295077,143.2312755295077,142.5712715295077,146.6312695295077,9274112.695295077
2010-04-29,STOCKA,137.10016409467056,138.74016409467058,136.80016109467056,139.46016509467057,6284301.680946706
2010-04-30,STOCKA,145.55045402509631,141.25046602509633,141.06046402509634,145.55045402509631,6155004.600250963
2010-05-03,STOCKA,136.87846714563602,137.16847514563602,135.78847114563604,139.11847214563602,5651384.7014563605
2010-05-04,STOCKA,131.16294291506435,125.37294991506435,123.92295291506436,131.35294591506437,12623229.479150644
2010-05-05,STOCKA,129.72903348312008,132.65902648312007,129.27903648312008,133.3390344831201,9475390.3348312
2010-05-06,STOCKA,129.74742660607134,128.45743360607136,120.34742460607134,132.07742860607135,10186474.266060714
2010-05-07,STOCKA,125.19279954171756,122.20280154171756,120.98280054171757,128.40279154171756,11899827.985417176
2010-05-10,STOCKA,133.8599742383904,135.4199712383904,133.3899732383904,136.33998523839043,6847399.782383904
2010-05-11,STOCKA,125.34373777462224,125.85374777462226,123.86374177462224,128.47374277462225,5998037.407746223
2010-05-12,STOCKA,132.2348288550985,134.69481985509847,130.50481785509848,134.9548298550985,5912748.248550985
2010-05-13,STOCKA,132.50190668898497,130.04191468898497,129.57191368898498,135.56191868898497,5925919.13688985
2010-05-14,STOCKA,132.6360095447894,130.8060075447894,129.03601054478938,133.2760085447894,5300560.0854478935
2010-05-17,STOCKA,128.70034042837503,129.37033942837505,126.26033842837502,130.41033242837503,5646803.35428375
2010-05-18,STOCKA,129.6878412210712,125.82784122107124,125.05784422107124,130.79784222107122,5252378.422210712
2010-05-19,STOCKA,121.51493916935668,120.59493316935668,119.80494016935668,123.93493716935669,6423349.371693566
2010-05-20,STOCKA,126.15268790092098,123.22268790092097,122.29268790092098,128.51268890092098,8629526.88900921
2010-05-21,STOCKA,116.81562218782699,121.63562118782698,116.43561718782699,123.88562118782698,7956056.20187827
2010-05-24,STOCKA,118.92884684427524,118.47884984427525,117.00884884427525,120.85884684427525,4499488.468442752
2010-05-25,STOCKA,122.05845149403082,128.3784514940308,122.01845049403082,128.70845249403084,6948584.504940308
2010-05-26,STOCKA,123.04828032218099,121.20827632218098,120.29828032218099,123.78827832218099,6944582.773221809
2010-05-27,STOCKA,121.16480694284878,122.88480094284878,116.78480194284879,123.03480194284879,4709548.039428488
2010-05-28,STOCKA,125.57152940370878,124.96152840370878,123.51153140370879,127.10152740370879,3949815.294037088
2010-06-01,STOCKA,125.92350769824287,124.19350469824288,123.97350369824288,127.52350669824287,3669035.066982429
2010-06-02,STOCKA,123.4168620872902,125.70686308729019,121.0468670872902,125.8268650872902,4758668.650872902
2010-06-03,STOCKA,124.13913084910244,126.64912584910245,122.73912884910244,127.03912484910244,5255791.308491024
2010-06-04,STOCKA,122.13649751482967,118.57649251482967,117.98649551482967,124.00649251482966,5455764.955148296
2010-06-07,STOCKA,127.30952172362105,123.47952772362105,123.13952372362104,128.07952672362103,6581095.257236211
2010-06-08,STOCKA,118.97339730300203,115.81339330300203,112.77340030300203,118.97339730300203,11454133.97303002
2010-06-09,STOCKA,121.92309279042999,119.52309879043,118.97309579043,123.08309579043,7385330.9479043
2010-06-10,STOCKA,115.93667529384963,119.14667429384963,115.13667229384963,119.43667529384963,6021166.752938496
2010-06-11,STOCKA,118.65376885210004,120.29376885210004,117.55377085210004,120.79376885210004,4177237.6985210003
2010-06-14,STOCKA,120.95306144519785,120.54306544519785,120.21306344519785,122.41306044519784,3890130.6344519784
2010-06-15,STOCKA,125.38242208679424,129.02242108679422,124.68242508679424,129.10242308679423,4562824.250867942
2010-06-16,STOCKA,127.96415434423193,129.4741573442319,127.93415634423192,130.55415834423192,3990041.5534423194
2010-06-17,STOCKA,129.98490779824522,129.13490879824522,127.93491179824524,131.04491279824524,3511449.0979824523
2010-06-18,STOCKA,121.96204811056795,121.31204711056796,120.55204511056795,122.96204811056795,3790820.4511056794
2010-06-21,STOCKA,131.41984740126367,127.17984940126365,126.03985040126366,132.10984940126366,5373998.464012637
2010-06-22,STOCKA,118.8937887650827,118.5537847650827,117.7937897650827,121.4737897650827,6169637.867650827
2010-06-23,STOCKA,124.7953219596503,124.1353179596503,122.7253219596503,125.9053219596503,5481953.209596503
2010-06-24,STOCKA,122.4021935022176,120.12219450221761,118.5921955022176,122.6421905022176,7789021.9250221765
2010-06-25,STOCKA,121.09535286086249,123.95535386086249,120.58535086086249,124.71535586086249,5799253.538608625
2010-06-28,STOCKA,119.28552107749428,118.23552607749428,117.53552107749428,120.47552407749428,5616555.230774943
2010-06-29,STOCKA,111.49492059001267,103.84491959001267,101.24492059001267,111.71492159001266,12818649.185900128
2010-06-30,STOCKA,112.9628149565517,113.64281495655169,112.49281395655169,117.0628129565517,9784528.129565516
2010-07-01,STOCKA,111.05577769107985,113.11577469107985,108.85577269107985,113.84577769107986,8551357.7569108
2010-07-02,STOCKA,113.5643506471902,111.7843516471902,111.2043506471902,113.9343536471902,4503543.526471902
2010-07-06,STOCKA,106.47677633881322,105.88677233881322,104.82677433881322,108.35677333881323,5177567.743388132
2010-07-07,STOCKA,105.46857751742357,109.05858151742358,105.43857951742356,109.25857851742357,4897285.815174236
2010-07-08,STOCKA,112.15109081246975,113.35109481246974,111.20109381246974,114.61109681246974,6746310.938124698
2010-07-09,STOCKA,117.77475676301003,118.48475576301003,115.87475576301003,118.62475576301003,4077347.5376301003
2010-07-12,STOCKA,122.29202359009993,123.99202759009994,121.80202559009993,124.18202259009993,4828420.2559009995
2010-07-13,STOCKA,115.71766364043965,118.67766364043965,115.32766464043965,119.90765864043965,7041376.6164043965
2010-07-14,STOCKA,122.51270882002817,122.78271282002817,120.95271082002816,123.23270982002816,5251827.098200282
2010-07-15,STOCKA,120.31424032475658,122.24424132475657,119.44424532475658,122.66424632475658,6049542.433247566
2010-07-16,STOCKA,118.43200631854722,115.64200531854722,115.16200931854722,119.07200531854721,6199420.073185472
2010-07-19,STOCKA,117.4104307234389,118.97043572343891,116.0304337234389,119.7704317234389,5021204.337234389
2010-07-20,STOCKA,118.20497242062795,117.69496942062796,115.10497342062796,118.30497042062795,6760949.714206279
2010-07-21,STOCKA,123.20876174415397,120.01875874415398,119.84876074415398,123.83875874415398,5037587.587441539
2010-07-22,STOCKA,117.75350809896716,119.11350909896716,117.06350609896717,119.91351209896716,14993835.090989672
2010-07-23,STOCKA,101.47846014604377,114.41846314604376,101.34846314604377,114.82845914604377,42376584.601460434
2010-07-26,STOCKA,120.70148709409781,120.84148709409781,117.32148209409782,121.04148309409781,11162214.850940978
2010-07-27,STOCKA,113.85130681502953,112.55130381502953,110.49130681502952,113.92130681502952,7750313.068150295
2010-07-28,STOCKA,120.1672924073004,120.2972894073004,119.5672944073004,121.36728940730039,5503972.924073004
2010-07-29,STOCKA,117.49150776606179,116.36151076606178,115.02150676606179,118.37151276606178,6170815.097660618
2010-07-30,STOCKA,116.58123945186895,118.94123945186895,115.56124245186895,119.79123845186895,7088012.40451869
2010-08-02,STOCKA,116.15987104597562,117.07986904597561,114.57986904597561,117.38986604597562,5413798.690459756
2010-08-03,STOCKA,119.41235640490102,121.83235440490101,119.09235640490103,122.28235940490102,5947923.56404901
2010-08-04,STOCKA,125.48375026271677,130.00375426271677,125.42375226271677,130.89375326271676,9295037.522627167
2010-08-05,STOCKA,131.30423885344973,132.36424385344972,130.3542418534497,132.5342418534497,4327642.418534497
2010-08-06,STOCKA,122.89733152318583,124.49733752318583,122.07733252318583,124.57732452318582,5026973.305231858
2010-08-09,STOCKA,125.28519541331761,125.6551904133176,124.67518641331759,126.75518141331759,5054051.884133176
2010-08-10,STOCKA,123.49640698093751,125.54640998093751,122.92640698093751,125.54640998093751,5662364.099809375
2010-08-11,STOCKA,126.53274877186864,124.32274177186864,123.63273977186863,126.55273777186862,5526027.427718686
2010-08-12,STOCKA,126.6049948968841,129.40499089688407,126.3949958968841,129.8449928968841,4396349.928968841
2010-08-13,STOCKA,130.20994987302768,128.8399538730277,128.4099538730277,131.62995487302769,4018099.518730277
2010-08-16,STOCKA,125.57775780616518,128.03775680616516,125.00775780616519,129.33775980616517,4044377.5680616517
2010-08-17,STOCKA,123.39574434194672,124.91574934194674,122.84574934194673,126.03574434194672,5005257.483419467
2010-08-18,STOCKA,125.49011319645383,125.89010719645383,124.50010819645384,127.05011119645384,7863901.131964538
2010-08-19,STOCKA,127.79039785584705,126.14039685584704,125.39039685584704,128.59040085584707,5568203.968558471
2010-08-20,STOCKA,124.97251692843474,125.53252192843475,123.79251692843475,125.81251292843473,4147825.1992843477
2010-08-23,STOCKA,124.63255715060042,123.37255415060042,123.27255615060042,125.99255715060042,3829025.561506004
2010-08-24,STOCKA,124.75055593613614,123.87055093613614,122.52055193613614,124.78055393613614,5363105.519361361
2010-08-25,STOCKA,127.34932581967078,130.34932581967078,127.32932981967079,130.86933081967078,5379493.278196707
2010-08-26,STOCKA,128.759308853843,126.46930785384302,126.42930685384302,129.19930285384302,4710593.06853843
2010-08-27,STOCKA,126.59056820475027,127.77056820475028,123.38056920475027,127.77056820475028,5091305.692047503
2010-08-30,STOCKA,127.90670891820393,125.66671091820393,125.56671191820394,128.8267069182039,3444767.0991820395
2010-08-31,STOCKA,125.20062609536326,127.18063009536327,124.85062809536326,128.25063009536325,4249106.280953633
2010-09-01,STOCKA,123.67493898033433,129.80494298033435,123.48493598033433,129.91494398033436,7111449.379803344
2010-09-02,STOCKA,131.5414946807948,134.58150368079484,131.42149968079482,134.58150368079484,5401114.966807948
2010-09-03,STOCKA,140.538911285847,142.438905285847,140.27891728584703,143.14891228584702,6617689.12285847
2010-09-07,STOCKA,134.421751126082,134.081754126082,133.75175212608198,135.461759126082,3851617.5312608196
2010-09-08,STOCKA,142.01768129404192,143.2276872940419,140.53768529404192,143.78768529404192,5869376.882940419
2010-09-09,STOCKA,140.4672987844277,140.45730478442772,139.3372947844277,141.4472947844277,4958772.997844277
2010-09-10,STOCKA,142.90701737034937,144.59701937034936,142.19701037034935,144.75702337034937,5065170.173703494
2010-09-13,STOCKA,141.16190391727454,142.16190391727454,140.85189191727454,142.83190191727454,5048318.969172745
2010-09-14,STOCKA,139.74496398885404,140.99496398885404,139.07496598885405,141.94496098885404,4271849.639888541
2010-09-15,STOCKA,143.1213751303822,143.6913671303822,141.8013681303822,143.86136513038218,4886013.701303822
2010-09-16,STOCKA,144.60688649527688,147.3368974952769,144.3668964952769,147.4368884952769,5819068.924952769
2010-09-17,STOCKA,146.63210007880198,146.052113078802,144.232106078802,146.712102078802,7236921.06078802
2010-09-20,STOCKA,146.74475219110505,149.34475819110506,145.39476119110506,149.99475219110505,6429847.55191105
2010-09-21,STOCKA,155.54567807517225,155.51567907517224,154.38568907517225,158.09568107517225,7589856.830751723
2010-09-22,STOCKA,150.33591119326883,152.32591719326885,149.59592119326885,153.19591219326884,6617359.151932688
2010-09-23,STOCKA,146.9707226111242,148.6207316111242,146.7407266111242,151.69072361112418,7023307.256111242
2010-09-24,STOCKA,157.3176834709663,162.6176864709663,157.3076884709663,162.7776894709663,10609476.904709663
2010-09-27,STOCKA,157.52925172678292,156.6792457267829,155.18925572678293,158.50924772678292,6419392.507267829
2010-09-28,STOCKA,159.69339512604068,159.5533961260407,154.7433981260407,160.7334041260407,8492733.991260407
2010-09-29,STOCKA,155.7477252193561,155.7077312193561,154.4677262193561,158.4977252193561,7254677.2621935615
2010-09-30,STOCKA,157.28550189361928,154.3355048936193,152.8755128936193,158.20549989361928,7578755.068936192
2010-10-01,STOCKA,155.82732027869972,152.45732527869973,150.9473152786997,156.1873202786997,8670873.182786997
2010-10-04,STOCKA,153.55898532798236,154.99898732798235,152.39898132798234,155.56899532798238,5342589.883279824
2010-10-05,STOCKA,154.10355555425886,157.89354855425884,154.03354855425886,158.23356055425887,5590235.535542589
2010-10-06,STOCKA,162.76874698796263,157.5687349879626,156.76874698796263,162.84873398796262,6082487.409879627
2010-10-07,STOCKA,152.3792953155012,152.1393043155012,149.25929931550118,153.26929431550118,4580693.003155012
2010-10-08,STOCKA,156.660752131875,157.030762131875,154.260758131875,157.760758131875,6933207.59131875
2010-10-11,STOCKA,154.25289859341999,152.39289859342,151.70289559341998,155.99290459342,4480028.9959342
2010-10-12,STOCKA,153.22691303323828,157.19691403323827,152.11691203323826,157.66691503323827,5287969.180332383
2010-10-13,STOCKA,158.58435762037692,157.06435362037692,155.74436162037694,158.6843486203769,5651743.5562037695
2010-10-14,STOCKA,153.2687245977725,153.63871959777248,152.33871659777247,155.05871759777247,4005187.205977725
2010-10-15,STOCKA,154.97898996510898,161.19899096510898,153.308991965109,161.438996965109,10101089.91965109
2010-10-18,STOCKA,166.5868595586121,165.1468575586121,163.4068665586121,166.7768615586121,6347168.595586121
2010-10-19,STOCKA,159.6302227471004,157.6202277471004,155.9502297471004,161.7502327471004,7514502.297471004
2010-10-20,STOCKA,162.9044786617328,162.7944776617328,160.6944866617328,163.9944746617328,5831644.796617328
2010-10-21,STOCKA,158.58810359017133,160.88810659017133,157.20809859017132,162.04811059017135,13441681.055901714
2010-10-22,STOCKA,166.55212754139018,173.2321355413902,166.37213454139018,174.27212854139017,16359421.305413902
2010-10-25,STOCKA,173.5970623039329,171.0270553039329,170.3470623039329,174.0170603039329,6551170.553039329
2010-10-26,STOCKA,163.46639648612498,165.84638648612497,163.39638948612497,166.89638948612497,4648563.89486125
2010-10-27,STOCKA,171.37376110564182,169.9737521056418,169.00375010564179,172.2137571056418,5746437.571056418
2010-10-28,STOCKA,164.3738728090893,162.90387080908928,161.1138778090893,164.5538798090893,4645038.748090893
2010-10-29,STOCKA,169.15507016989196,168.58506316989195,168.16506516989196,171.85506716989195,5032050.6716989195
2010-11-01,STOCKA,164.55118978301292,162.68119478301293,161.62119678301292,164.68119478301293,5240911.927830129
2010-11-02,STOCKA,161.65267551600496,162.51267651600497,161.26267651600497,163.84267751600495,4239026.75516005
2010-11-03,STOCKA,169.64429201206855,172.71429901206855,166.53429101206854,172.85429901206857,6154542.980120686
2010-11-04,STOCKA,166.95965751283262,166.0296495128326,165.4996505128326,169.6296555128326,7366896.565128326
2010-11-05,STOCKA,165.33808186067,166.75807986067,164.57807186066998,167.63806986067,5172080.7586067
2010-11-08,STOCKA,166.6492730229872,167.7992820229872,164.5892760229872,169.0092740229872,5664092.770229872
2010-11-09,STOCKA,173.1323883349772,170.73239433497722,169.52238833497722,173.6023893349772,3983223.903349772
2010-11-10,STOCKA,170.38488444801231,173.12489044801234,169.20489244801234,173.16488344801232,5438248.884480123
2010-11-11,STOCKA,168.93325763411812,168.3032526341181,167.3532556341181,169.98326063411812,5671032.576341181
2010-11-12,STOCKA,172.22995504576895,167.78995304576895,167.15996304576896,173.36995504576896,7181699.60045769
2010-11-15,STOCKA,165.0950896974973,158.83507969749726,158.49508369749728,165.28509169749728,9647950.856974972
2010-11-16,STOCKA,160.06818336696634,159.10817736696634,158.09818236696634,162.23818236696636,6584681.783669664
2010-11-17,STOCKA,156.46129526163398,156.971305261634,156.171302261634,159.471305261634,4511112.99261634
2010-11-18,STOCKA,157.45113919992926,160.88113219992925,157.45113919992926,161.71113419992926,6192411.341999292
2010-11-19,STOCKA,159.41552142853257,160.28553142853258,158.30552042853256,160.45552942853257,4419455.2442853255
2010-11-22,STOCKA,168.39061559554065,173.68060859554063,168.29060959554064,173.89061559554065,6175406.095955406
2010-11-23,STOCKA,165.3222640615247,164.91226006152468,161.33225806152467,165.5222610615247,6432422.6306152465
2010-11-24,STOCKA,174.98060005905873,180.70060105905873,174.98060005905873,181.34060005905872,10077006.010590587
2010-11-26,STOCKA,181.9973261622333,181.83732216223328,180.7973291622333,183.0173301622333,4317973.251622333
2010-11-29,STOCKA,178.49690826709028,177.99690826709028,176.07691026709028,180.34689926709027,9680069.032670902
2010-11-30,STOCKA,177.3965728068276,175.8465698068276,175.3465698068276,178.1465728068276,6766665.758068276
2010-12-01,STOCKA,182.83494453398527,180.22494353398525,179.67494053398525,182.99494753398525,5806849.405339853
2010-12-02,STOCKA,175.3445879657078,175.0145859657078,172.40458496570778,175.9345839657078,5522445.869657078
2010-12-03,STOCKA,171.36386007149704,171.54385307149704,169.91386307149705,172.26385407149704,4866138.60071497
2010-12-06,STOCKA,172.29183860578718,174.82183760578718,171.37184060578718,175.20182760578717,5621918.346057871
2010-12-07,STOCKA,179.86089499899157,176.13089899899157,175.93090199899157,180.83089599899156,5070708.949989916
2010-12-08,STOCKA,174.17759563700773,172.9775836370077,171.88758763700773,174.84759463700775,3693775.9063700773
2010-12-09,STOCKA,175.1431648689818,172.22316686898182,171.17316386898182,175.48316186898182,4529231.6086898185
2010-12-10,STOCKA,179.80386929829845,180.54385929829843,178.28386529829845,180.87386129829844,3614738.6429829844
2010-12-13,STOCKA,174.02346463917593,171.94346263917592,171.42345863917592,175.6334646391759,4179434.626391759
2010-12-14,STOCKA,177.14899027843046,176.80899327843045,175.95898727843044,178.62898627843046,3713989.9127843045
2010-12-15,STOCKA,172.45402468127725,174.30403068127725,172.32401968127724,177.73402368127725,5797840.236812772
2010-12-16,STOCKA,171.51401946748402,173.974010467484,170.974010467484,174.23402046748402,4080840.17467484
2010-12-17,STOCKA,181.70429654327992,180.87429454327992,180.3142965432799,182.0442925432799,4540242.925432799
2010-12-20,STOCKA,175.91417069328577,179.93415969328575,174.68415969328575,180.62416269328577,8701741.666932859
2010-12-21,STOCKA,188.133234647799,189.00322964779897,186.85323564779898,189.90322364779897,5153532.296477989
2010-12-22,STOCKA,183.6276785114197,183.3876735114197,182.7376795114197,184.0776755114197,2564376.785114197
2010-12-23,STOCKA,188.62141395274077,186.87141395274077,186.17141695274077,189.26141395274078,3401014.179527408
2010-12-27,STOCKA,182.1890409192614,182.4290459192614,180.7390439192614,183.4290459192614,2252290.4691926143
2010-12-28,STOCKA,181.66751551857664,180.6575055185766,180.61751251857663,182.33751351857663,1970675.0951857662
2010-12-29,STOCKA,182.65242514340582,184.22241714340578,181.26242614340583,185.20242814340583,3128624.221434058
2010-12-30,STOCKA,181.73169791989505,180.56169991989506,180.56169991989506,182.36170291989507,1939316.9991989506
2010-12-31,STOCKA,179.17828383123106,177.21827683123104,176.72827183123104,179.51827983123104,3424082.7683123103
2011-01-03,STOCKA,181.43799542840503,184.28800142840504,181.27800742840503,186.068000428405,5332080.00428405
2011-01-04,STOCKA,182.9923040088965,181.8523050088965,180.6223090088965,184.5423070088965,5000223.100088965
2011-01-05,STOCKA,184.38745377661323,187.7074457766132,184.35745477661322,187.73744477661322,3421674.4777661324
2011-01-06,STOCKA,182.2189197184909,181.5789207184909,180.9689197184909,183.1289237184909,3136889.197184909
2011-01-07,STOCKA,190.92171730156974,188.5317173015697,186.7817173015697,191.4917093015697,5252117.123015697
2011-01-10,STOCKA,186.6247922399475,186.26479223994752,184.09479423994753,186.8747922399475,3391747.992399475
2011-01-11,STOCKA,184.0411489898648,182.9611469898648,181.83115798986483,184.62115098986482,2800411.509898648
2011-01-12,STOCKA,182.77081031922123,181.49081131922122,180.71081231922122,182.79081431922123,2653208.0931922123
2011-01-13,STOCKA,188.59337806502347,190.52337106502347,188.50336706502347,191.44336906502346,3416933.7206502347
2011-01-14,STOCKA,184.51683214054006,187.76683214054006,183.93683014054005,187.95683414054005,3652968.3214054005
2011-01-18,STOCKA,183.70024166147786,186.29023766147785,183.29023766147785,186.64024366147785,3846602.376614779
